label,volume,centroid_z,centroid_y,centroid_x,bbox_min_z,bbox_min_y,bbox_min_x,bbox_max_z,bbox_max_y,bbox_max_x,solidity,extent,major_axis,intermediate_axis,minor_axis,elongation_ratio1,elongation_ratio2,sphericity
1,224.455788907,22.59220090463626,90.48480022615907,41.41542216358839,17.999,87.8,37.754,27.218,93.946,45.217,0.9082505991098939,0.530812324929972,8.699188098210138,6.920554542358356,5.173366971673168,0.7955402807972692,0.5946953799904143,0.9938940157959318
2,389.265391919,22.741268637252773,101.93959747880896,43.52263747011519,17.56,98.336,39.51,28.535,107.116,48.29,0.8291584069201658,0.4601,10.119940529255986,8.399101823344921,6.811524961952551,0.8299556503384333,0.6730795445152019,0.9103513530802443
3,200.428105511,22.39103841283242,106.47723554242297,51.32334360489658,18.438,104.043,46.534,26.779,109.311,56.192,0.7963025210084034,0.47228867623604465,9.633947577748112,7.982918460077591,3.8859179338041057,0.8286238217152059,0.4033567654841257,0.8488861892242537
4,368.283471207,22.636788421778085,86.9825099931082,59.16536021134849,17.56,82.971,51.802,27.657,91.312,64.972,0.7306143001007049,0.3320366132723112,11.456778350389385,9.63079014477026,5.50111351491593,0.8406194001687164,0.480162341163645,0.7946849543137089
5,438.843640053,22.795077115866587,79.74007171775592,74.17136475804897,17.999,75.947,68.484,27.657,86.044,80.337,0.7999691548426897,0.37966622749231443,10.568693673083974,9.05141601938055,6.86310146515541,0.8564365946599833,0.6493802997275006,0.8764579376152071
6,234.777540225,21.72709873873874,43.254867747747745,76.32920684684686,17.999,39.51,71.996,26.34,47.851,80.776,0.840654347167525,0.3843490304709141,9.099121747421163,7.7639812795364636,4.966952956064186,0.8532671058871039,0.5458716889321653,0.9120759886838821
7,388.080928653,23.998379550904733,86.34355744495313,79.24414170481796,18.877,82.093,73.752,28.974,92.629,84.727,0.683504693786321,0.3323913043478261,10.347140900819062,8.789671459873343,7.06455391527376,0.8494782804376007,0.6827542007004603,0.7849532980915194
8,263.12005409,22.441934083601286,71.77170064308682,89.2231504823151,17.999,67.606,83.849,27.218,77.264,93.946,0.7093978102189781,0.29267833615659705,8.72994009383705,8.103174257073205,7.094683079292984,0.9282050243155375,0.8126840508678307,0.8029387030844555
9,361.007482573,21.726436137801734,51.22400562456058,91.26776048746191,16.243,47.851,87.8,27.218,55.314,95.702,0.8998312948123155,0.5577777777777778,10.3195639356732,7.535927786173645,6.555440509469719,0.7302564171459864,0.635243945416001,0.9700181503151838
10,70.983191441,20.333182359952325,58.25095709177592,109.06036710369489,16.682,56.192,107.116,24.584,61.899,111.506,0.8483316481294236,0.35854700854700855,7.374037878557294,4.08549999072478,3.4254562182722776,0.5540383787022388,0.4645292409241674,0.9492705248085668
11,274.79547771200004,22.287765086206896,75.47475061576354,112.22586268472907,16.682,71.996,108.872,27.218,80.776,115.896,0.8721804511278195,0.42291666666666666,9.791267590936744,8.434890035637405,4.912700766163293,0.8614706887844771,0.5017430808152683,0.9091146746012204
12,402.548301402,20.110776376628838,44.57962883564523,113.80645964691047,15.804,35.559,111.506,25.023,55.314,117.213,0.7197095749508395,0.3873015873015873,21.05799844937825,8.497613292786099,3.6562997577972696,0.40353376002062513,0.17362997564021684,0.6587973070897408
13,372.344488119,22.959171324698932,87.45027630084073,117.19634174051353,17.56,83.849,112.823,28.535,92.629,122.042,0.8183339531424322,0.41914285714285715,10.31679665258988,8.30577967454826,6.995700866383766,0.8050735082059813,0.6780884708653822,0.8954641423369786
14,235.70818993400002,29.26314752333094,135.48743862167981,130.18004522613066,24.145,131.261,128.188,34.242,140.041,133.456,0.9022020725388601,0.5047101449275362,9.246025975836735,8.0529624790556,4.5236524811685035,0.8709647258293401,0.4892537067265948,0.9389318101378814
15,317.013132693,19.43702668801708,99.7563354683747,135.77554149986656,14.048,96.58,130.822,25.023,103.165,140.041,0.8760813654430676,0.4758095238095238,10.691767493999258,7.303759861202751,5.768292099299275,0.6831199673301891,0.5395078131409725,0.9395199978650283
16,242.561155973,14.572441925357516,109.20917404952912,137.11361876525987,10.097,104.482,133.456,18.877,113.262,143.114,0.7039037564448809,0.32579545454545455,10.794716131311645,7.983030743333446,5.233324813111261,0.7395313268291978,0.48480430142403097,0.7875919930025893
17,41.371609791000004,28.438042944785277,123.6085746421268,140.03381799591003,25.023,121.603,138.285,32.047,125.993,142.236,0.8387650085763293,0.33958333333333335,6.899367923496333,3.2553366546435383,2.697390377121138,0.4718311431917171,0.3909619557952498,0.9536995391926862
18,294.000703525,14.277416978417268,117.4978762589928,141.36760115107916,8.78,112.384,139.163,19.316,122.92,144.431,0.8685328667833042,0.5027488425925926,10.740978445863586,8.872786228445003,4.417368006494606,0.8260687118185183,0.41126309197610955,0.8841815269936923
19,759.240953506,19.56338388678404,85.24441731669268,146.77779596612436,13.609,78.142,139.163,26.779,93.068,154.089,0.7293563068920677,0.25876585928489043,17.589432839400157,9.883835003666086,7.7669146241017195,0.5619189142657512,0.4415670871833859,0.7675277901338857
20,236.04660801,13.850056630824373,129.3646458781362,147.63837491039425,8.341,126.871,143.553,19.316,132.578,152.333,0.8857142857142857,0.42923076923076925,10.31885275083057,7.3414141566097255,4.465744749885109,0.7114564316288756,0.43277531501994326,0.9199468365239123
21,44.163558918,27.43077203065134,115.32412260536398,150.73594827586209,24.584,112.384,148.382,30.291,117.213,154.967,0.6969292389853138,0.24335664335664337,6.293141368222522,4.7706967748181865,2.514296413588443,0.7580787552156412,0.3995296254243527,0.7948528246602706
22,9.729519685,12.925686956521739,107.116,151.1763304347826,11.414,106.238,149.26,14.926,108.433,153.211,0.7931034482758621,0.3194444444444444,3.8361219509986597,2.910368331093024,1.272254450125222,0.7586746115658202,0.331651200451022,0.9878579390375646
23,140.781919616,13.792092548076923,116.49645913461538,154.52668088942306,9.219,114.14,151.016,18.438,118.969,159.357,0.6786296900489397,0.37912964228753704,8.714840738541294,8.14831195000841,3.4834731379258628,0.9349926400803382,0.39971736058471363,0.7364385558622112
24,426.40677576,26.538508134920633,169.6322130952381,155.69553095238095,21.511,163.747,151.455,31.608,174.283,161.991,0.8259587020648967,0.3804347826086957,11.694870705660884,9.443698207714824,6.057100370968853,0.8075077053347514,0.5179279466541621,0.8670850168858241
25,299.923019855,19.31946741889986,185.42616981664318,158.9415289139633,14.048,181.746,155.845,24.584,189.648,163.308,0.9258291982240794,0.48270697167755994,9.738691030788134,7.687756566260372,5.531081004221279,0.7894034775265086,0.5679491203422703,0.9921582190003949
26,599.169203558,14.726956085851453,117.90683323919798,166.00931911889296,7.902,109.311,158.04,21.511,122.481,174.283,0.5118161451181614,0.20581226387678,18.87240009347051,9.213396031776693,7.714467232281288,0.4881941876043817,0.4087698010890701,0.6149594616707432
27,494.259599998,17.380627695994523,83.98553937007874,164.1793871961657,10.097,79.02,158.479,25.901,90.434,170.332,0.7025012025012025,0.23116492560937005,17.32765167023392,8.790256275507947,5.608810375792924,0.5072964555611522,0.3236913161999872,0.7384480989042062
28,288.078387195,26.82850837004405,188.87688135095448,165.57597327459618,21.95,183.063,159.796,31.608,195.794,169.893,0.7531519575315195,0.23204306937440372,12.995122060530031,7.900958028935876,4.570771441163435,0.6079941375028239,0.3517297813651323,0.7651016161031055
29,232.916240807,28.13458990192517,118.9222775154377,175.0616549219034,22.828,115.018,172.527,33.364,125.993,177.795,0.8161873702935073,0.3823611111111111,9.703656282280297,8.668251117381608,4.253076824303636,0.8932974195727205,0.4382963184784396,0.843410582142917
30,629.4576213600001,13.851807123655915,151.09193991935484,182.64960833333333,8.341,144.87,176.478,19.755,157.162,187.892,0.7811023622047244,0.39306846999154693,10.610300812728424,10.385888952046843,9.170963984266118,0.9788496231499516,0.8643453325342448,0.8655347803212201
31,2642.368337408,18.352412429559426,109.97515055071722,181.70281967213117,7.902,101.409,169.015,28.535,119.847,191.843,0.6667662944856002,0.30426311277375107,21.45523184581028,17.39740785280341,12.197149156306624,0.8108701867139566,0.5684930017984611,0.732003245690653
32,407.709177061,18.902325171197344,70.9105704503009,186.65015563394894,13.609,66.289,181.746,24.584,75.947,193.16,0.79285949325436,0.336993006993007,10.24820453466364,9.567372812951355,6.629547612235756,0.9335657558931973,0.6468984483879006,0.8541116398272338
33,202.45861396700002,18.980099874634348,58.921578353531125,188.06371082323443,15.365,51.802,183.502,22.828,64.533,194.477,0.6264397905759163,0.194158215010142,15.421118882429358,6.787078825154818,4.197256958312366,0.44011584872015586,0.27217590307890505,0.6453774729847324
34,1.099858747,12.393307692307692,95.02661538461538,194.30815384615386,11.853,94.824,194.038,13.609,95.702,194.916,0.9285714285714286,0.8125,1.9445692164079846,0.9362106166037246,0.7996980442052052,0.48144885186092595,0.41124689080618604,2.2408107579749053
35,7.783615748,11.44263043478261,111.94977173913044,196.80083695652175,9.658,111.506,195.794,13.609,112.823,197.989,0.9292929292929293,0.6814814814814815,3.959085105144858,2.0036852459170396,1.3352670416221444,0.5060980485903769,0.3372665669366278,1.1790565739621384
36,196.79011119400002,11.013690885640585,121.76172699914015,196.39738907996562,6.146,118.53,192.282,15.804,125.115,200.623,0.8854206318995052,0.37097288676236045,9.74401867450532,7.535802374204557,3.851065361916398,0.7733772507971031,0.3952235202496579,0.8928124598561907
37,358.30013796500003,26.424275560802833,165.98957992916175,200.00155844155844,21.95,158.479,195.355,31.608,172.966,207.208,0.6924460431654677,0.21604938271604937,15.830748037808236,8.190651135743527,4.8078766154400805,0.517388762437629,0.30370495468423425,0.7101562605366017
38,101.10240020500001,31.021319665271967,128.91464602510462,205.53318744769874,27.657,125.554,201.94,34.681,133.017,208.525,0.839185393258427,0.2928921568627451,8.042747464275642,5.931301205644706,3.169103163491194,0.7374720183606933,0.3940324096420718,0.876811564357512
39,74.536581239,15.493062429057888,113.60233711691261,206.6952519863791,11.414,111.506,205.013,19.755,116.335,208.964,0.8774900398406374,0.468367889420521,7.762812857143502,3.9476166975940945,3.4877382745923673,0.5085291594993708,0.449287949970722,0.9692251706634866
40,270.649856281,28.03740262582057,112.60096123788685,208.9376517661769,23.267,108.433,202.379,32.925,116.774,214.671,0.8125476250952501,0.27332535885167464,11.868108767890583,8.334493112495313,3.9555525815684773,0.7022595828447797,0.3332925792077595,0.810710677260895
41,203.727681752,6.944877906976744,124.71647259136212,211.51796636212626,0.439,121.603,208.964,12.731,128.188,214.232,0.8991784914115011,0.4777777777777778,11.165486212442051,5.616973825927954,4.651939766529409,0.50306576167447,0.4166356644053357,0.9311531335195938
42,62.353530503,11.140592944369063,113.70814789687924,220.3601302578019,7.902,111.06700000000001,218.622,14.487,116.774,222.13400000000001,0.8847539015606243,0.4724358974358974,6.356731370029601,4.248735044878074,3.3783097890368348,0.6683836074794347,0.5314539174904764,0.9890094170131178
43,310.752398287,21.507294854342497,95.6556259188674,222.88028804791725,15.365,92.629,219.061,27.218,100.531,226.963,0.8662735849056604,0.41986739826246,11.376550422282438,7.901455851279964,5.30356587259817,0.6945388151933952,0.4661840079581991,0.8888819639546708
44,463.63276412,25.976543248175183,126.13094854014598,223.31249069343065,19.316,123.359,216.427,32.486,129.944,230.036,0.8286707999395131,0.392831541218638,12.466899984806037,10.381855188035242,5.503226503297949,0.8327535474486896,0.4414270195481615,0.8305158502658785
45,297.131070728,18.89325,160.962875,222.8185,12.731,158.04,219.061,25.462,164.186,227.402,0.8828557063851181,0.4552761213378273,11.742597352858915,7.007678515294385,5.339299228150551,0.5967741467000278,0.4546949084352805,0.9118684771795544
46,450.603668194,9.902887157341345,124.97199117536611,229.7673742020278,3.073,117.652,223.012,16.682,132.139,234.426,0.601264393768345,0.2002406195954583,13.761189436200922,10.164837695098566,5.7722408800708545,0.7386598187768856,0.419457991391797,0.664382091075027
47,375.64406436,15.449636036036036,118.00913243243242,232.2975421171171,8.341,114.14,224.768,21.511,123.798,237.06,0.6680710201625037,0.24025974025974026,11.746096169848922,8.135675006036353,7.082927536993902,0.6926279921766547,0.6030026857071955,0.7557565433236645
48,234.100704073,26.63922443079147,164.96833068305023,233.40981098662814,21.511,161.113,229.158,32.047,169.893,237.06,0.8529593094944513,0.32025462962962964,10.775575059496322,7.175699714353212,4.533074697372005,0.6659226699951754,0.4206805365229289,0.880585614591458
49,63.537993769,27.99954860186418,115.68906790945407,237.0506471371505,23.706,112.384,234.426,31.608,118.091,239.694,0.6864716636197441,0.2674501424501424,7.410585360822273,5.402125132970717,2.563355094489374,0.7289741457578057,0.34590453650815867,0.7656625315311387
50,156.09533755500001,19.035230352303525,112.65858319783197,238.49573224932246,13.17,110.18900000000001,236.182,24.584,115.457,241.889,0.8951965065502183,0.45488165680473375,10.375651648397596,4.935624381045998,4.2968144464814575,0.47569295387902216,0.4141247790585811,0.9427211210661219
51,429.621747482,33.896799724300905,126.7935395825128,244.09108901142181,28.096,122.042,239.694,39.949,131.261,248.913,0.8897844752058875,0.4264718232972201,10.915471833264556,8.713426017419136,6.507351097640802,0.7982637993591121,0.5961584800951851,0.9360473557795578
52,28.511722903000003,22.84884272997033,203.84580712166172,245.7970118694362,20.633,201.94,242.767,25.023,207.208,248.474,0.658203125,0.21602564102564104,7.417013353696964,3.517291633885224,2.201837274155183,0.47421940155090214,0.2968630591797021,0.7617564401788312
53,212.35734269,12.345169721115537,125.81600079681274,248.7562892430279,6.585,122.481,244.523,17.999,129.944,258.571,0.5352953721475795,0.177460407239819,11.890781484723776,10.661333686095551,3.687375162207354,0.8966049624065743,0.31010368552685685,0.5724358431620891
54,640.033186235,21.00944322538004,124.65940330469267,250.67346834104427,14.048,122.042,236.182,27.218,129.505,262.522,0.591570222083203,0.24722222222222223,21.18698778633372,11.091805159840257,5.341176941596462,0.5235196844260619,0.2520970416116297,0.5728858342515878
55,45.348022184,31.40815671641791,120.65456343283583,259.9125708955224,28.096,118.091,258.132,35.12,122.92,262.083,0.8145896656534954,0.3383838383838384,6.32299421966413,4.4053434570609316,2.5266433737136773,0.6967179320456406,0.399596027757857,0.9050898136142519
56,136.128671071,13.509413300186452,114.8646637663145,261.2522013673089,8.78,112.823,258.132,17.999,116.774,267.79,0.7167037861915367,0.38696488696488696,8.599164451437572,8.047846486883303,3.543016295017787,0.9358870309240217,0.4120186693749624,0.7535314098126812
57,203.389263676,35.4156493344426,133.11232362728785,262.4173631447587,31.608,127.31,259.888,39.51,140.041,266.034,0.7531328320802005,0.3289545703338807,11.556790868987175,6.786028893093735,4.087449620094811,0.587189728534774,0.3536837921904034,0.7964876570574694
58,149.834603149,22.818084697910784,119.91888594014681,264.6785782044043,18.438,118.091,261.205,27.657,122.92,269.107,0.8183918669131238,0.42592592592592593,8.678366840072663,7.460368446120403,3.511867635235973,0.8596511974663125,0.40466918487702097,0.8579260718222852
59,222.42528045100002,8.017385697984025,136.1898562190947,267.2486390262457,3.951,133.456,262.961,12.731,139.602,272.619,0.8650871997367555,0.42678571428571427,9.289235636916011,8.113478819572753,4.221135170718335,0.8734280339847634,0.4544114645927676,0.8988896841787297
60,153.811015542,15.930773927392739,119.87332068206821,270.5152772277228,10.975,117.652,266.034,21.072,122.481,273.936,0.8286235186873291,0.39920948616600793,9.178423410040391,6.364819733359597,3.945435571652404,0.6934545780920328,0.4298598348967474,0.864547629528842
61,287.486155562,9.705543260741612,164.9156856974691,277.8390691583284,4.39,158.479,274.814,15.804,169.454,282.277,0.7797154658100046,0.3075113122171946,12.602668714375667,7.548923810598736,4.948615490777483,0.5989940687711481,0.3926640938464624,0.7998187105042972
62,344.848019444,25.799112365063788,199.18569504416095,279.393558390579,20.633,193.599,274.375,30.291,205.013,283.155,0.782642089093702,0.35629370629370627,10.450291423688101,8.255812297517634,6.353877546396027,0.7900078536378276,0.6080096036358789,0.8419663918075199
63,523.8711816480001,33.019790536175705,128.79424822351422,282.54924806201547,25.023,125.115,274.375,38.193,134.334,292.374,0.6855624446412755,0.2397212543554007,16.631807534985708,9.200705898873146,5.3681526722334585,0.5531993969698767,0.3227642371967883,0.7102155830792742
64,18.020762547,16.030713615023476,115.54150234741783,284.1710892018779,13.609,114.579,282.716,19.316,116.774,285.789,0.8838174273858921,0.46813186813186813,5.56326477270143,2.246395114533296,2.0159240655796262,0.40379079664807743,0.3623634948082341,1.037190107799616
65,699.848581168,24.72893580754352,126.96366126692457,288.1933635154739,15.804,117.652,279.64300000000003,35.998,132.139,295.447,0.5064593154962346,0.15136876006441224,16.634485729077237,12.516464477889986,7.377337493364734,0.75244072355126,0.4434965777432529,0.5714738831714421
66,103.55593125600001,31.911785130718954,169.84314624183008,288.78130147058823,26.779,166.381,286.228,36.876,173.405,291.496,0.8400823610157858,0.27717391304347827,11.10992697224513,3.821523002837281,3.4933317081279096,0.3439737283948155,0.31443336368051444,0.8714152030084498
67,306.26835878,17.438850552486187,173.53827651933702,288.7863270718232,11.853,169.454,284.472,22.828,179.112,292.813,0.8221667045196457,0.3464114832535885,9.852517978223483,7.191072838088859,6.422989597640647,0.7298715773960442,0.6519135120420031,0.8907458196466389
68,334.695477164,18.170782608695653,167.68235313447926,298.9744249241658,12.731,165.50300000000001,293.252,24.145,169.893,308.178,0.8168490604996903,0.4475113122171946,13.392286041094508,9.9601075935689,3.872646610757272,0.7437197475476631,0.28916994446459515,0.7379016055450301
69,1502.2378393640001,18.57413054742059,123.67734669970713,300.64844289254336,10.975,117.652,287.545,29.413,132.578,308.178,0.6033299354400272,0.264556886584421,18.97355502881751,14.544453373544176,10.907006934709312,0.7665644815351522,0.5748531004412971,0.663879789255412
70,23.858474358000002,35.714673758865246,129.93932978723404,307.44789007092197,32.925,127.749,306.861,39.071,133.456,308.178,0.8623853211009175,0.5164835164835165,5.777149410233715,4.946769497890753,1.2616182318598164,0.8562647677292167,0.21838075186786238,0.7488440896227454
